turns,speaker_role,utterance,theme_label,gemma_pred,mistral_pred,utterance_id
t-63/98,Customer,"Yeah, yeah, I better open a checking account so my moms c...",open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_782b74b4_100031_3142912-62
t-73/98,Agent,Would you like me to transfer the balance from your savin...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_782b74b4_100031_3142912-72
t-2/54,Customer,"yes, I need to check my Intel checking account balance.",check account balance,Check Account Balance,Check Account Balance,Banking_f4db2886_100018_2464642-1
t-29/54,Agent,All right. Well if you would you be interested in signing...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_f4db2886_100018_2464642-28
t-2/74,Customer,I'm calling to check my account balance.,check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_36e5dcca_100025_3730990-1
t-39/74,Customer,"Yes one more thing. I want to update my street address, t...",update customer address,Update Personal Information,Personal Information Update,Banking_36e5dcca_100025_3730990-38
t-59/74,Customer,"Yes, I just wanna change my email address. That's all tha...",update email,Update Personal Information,Personal Information Update,Banking_36e5dcca_100025_3730990-58
t-9/89,Customer,"Well, today we're dealing with my savings into my checking.",make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_15a13ffb_100053_1788448-8
t-42/89,Customer,let's see. Can you give me the amount that remains in the...,check account balance,Money Transfer/Account Access,Check Account Balance,Banking_15a13ffb_100053_1788448-41
t-74/89,Agent,Anything else I can help you with? Do you need to know th...,check account balance,Check Account Balance,Check Account Balance,Banking_15a13ffb_100053_1788448-73
t-25/57,Customer,I'd also like to transfer my balance to my new account.,make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_f53637bc_100125_1918405-24
t-37/57,Customer,"Yes, ma'am. I need to report a lost credit card.",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_f53637bc_100125_1918405-36
t-24/64,Agent,OK. Thank you very much for that. And so you're calling b...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_b6325f7e_100247_4487984-23
t-51/64,Agent,"Yes, yes, that's the one we have. So, do you need to upda...",update personal info,Update Personal Information,Personal Information Update,Banking_b6325f7e_100247_4487984-50
t-2/63,Customer,Hi Rose. My name is Kim. I have a question. I am actually...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_ddc246ed_100245_834073-1
t-3/63,Customer,and then also I actually need help finding an ATM.,find atm,Find ATM Location,Find ATM Location,Banking_ddc246ed_100245_834073-2
t-2/48,Customer,yes I need to update my address I've got for my accounts.,update customer address,Update Personal Information,Personal Information Update,Banking_9ccc2c6f_100255_2464642-1
t-22/48,Customer,Should I go ahead and get my checks addresses changed ove...,inquire about checks | order/deposit check,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_9ccc2c6f_100255_2464642-21
t-4/73,Customer,I have been looking through my statements. They have not ...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_254d44e9_100219_2015806A1-3
t-61/73,Customer,OK. could you just give me a quick balance on that accoun...,check account balance,Check Account Balance,Check Account Balance,Banking_254d44e9_100219_2015806A1-60
t-75/85,Customer,The no that'll that will be fine. That's a lot better tha...,request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_6a204f08_100167_4834688-74
t-17/56,Customer,"I wanted to know how much I had in my account, my account...",check account balance,Check Account Balance,Check Account Balance,Banking_a0f77f65_100015_1788448-16
t-34/56,Customer,Yes. What about setting up another account?,open bank account,Update Personal Information,Personal Information Update,Banking_a0f77f65_100015_1788448-33
t-2/36,Customer,yes. My name is Dan Thomas T H O M A S. And I need to che...,check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_85736d78_100031_2464642-1
t-14/36,Customer,can you tell me if gaining any interest on my checking ac...,check/manage interest rates | inquire about interest rates,Money Transfer/Account Access,Check Account Balance,Banking_85736d78_100031_2464642-13
t-17/36,Customer,OK. I probably need to transfer some money out of my savi...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_85736d78_100031_2464642-16
t-2/72,Customer,"Hi there, I'm trying to get a balance to my checking acco...",check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_b3f8a20b_100033_4145611A2-1
t-38/72,Customer,Oh perfect all right that's that's good that didn't yeah ...,inquire about online banking | set up/get online banking info,Check Account Balance,Check Account Balance,Banking_b3f8a20b_100033_4145611A2-37
t-2/54,Customer,"yes, my name is Rick Lawson. I need the, I need the locat...",find atm,Find ATM Location,Find ATM Location,Banking_95c27f72_100497_237872-1
t-11/54,Agent,"OK, so let me go ahead and correct that for you. You said...",update customer address,Update Personal Information,Personal Information Update,Banking_95c27f72_100497_237872-10
t-31/54,Customer,no. I would like to know what's the withdrawal limit?,inquire about limits | perform operations with limits,Dispute Transaction,Financial Transactions and Bank Services,Banking_95c27f72_100497_237872-30
t-2/45,Customer,"yes, I need to dispute a transaction.",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_6460b620_100220_1951334-1
t-2/43,Customer,"Oh, hello Gio. Yes. My name is Ms. Marsh T. Brady, and my...",check account balance,Dispute Transaction,Account Inquiries & Disputes,Banking_6efd78f8_100020_5387343-1
t-18/43,Agent,"Yes, ma'am. It definitely it looks like everything is all...",inquire about online banking | set up/get online banking info,Check Account Balance,Check Account Balance,Banking_6efd78f8_100020_5387343-17
t-2/46,Customer,yes. I was looking at my bank statement and there's a cha...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_f46dd5ca_100239_2464642-1
t-25/46,Customer,OK. is that something that you could help me get set up t...,inquire about online banking | set up/get online banking info,Update Personal Information,Financial Transactions and Bank Services,Banking_f46dd5ca_100239_2464642-24
t-2/43,Customer,"Hi, my friend's daughter is selling girls' scout cookies ...",find atm,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_78543270_100481_1586155-1
t-22/43,Customer,"also, could you tell me what my balance is at the moment?",check account balance,Check Account Balance,Check Account Balance,Banking_78543270_100481_1586155-21
t-2/42,Customer,"Hi, I had a few things I wanted to do first I just wanted...",check account balance,Check Account Balance,Check Account Balance,Banking_d4b481fc_100201_5213877-1
t-19/42,Customer,"OK, well I had there was a transaction showing up on my b...",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_d4b481fc_100201_5213877-18
t-38/42,Customer,can I go ahead and check the the balance in my savings ac...,check account balance,Check Account Balance,Check Account Balance,Banking_d4b481fc_100201_5213877-37
t-8/79,Customer,"Oh, thank you. It's been. It's been very nice. Anyway, I ...",report notice,Dispute Transaction,Account Inquiries & Disputes,Banking_1b762eb8_100388_5564251-7
t-24/79,Agent,"All right. All right, got it. OK, so I see. This, let me ...",update personal info,Open New Account,"
Online Banking Setup Requests",Banking_1b762eb8_100388_5564251-23
t-31/79,Customer,"Actually, since you're on the phone, I thought about it a...",open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_1b762eb8_100388_5564251-30
t-2/57,Customer,Hey Sherry. Hopefully you can help me. I need to make a w...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_188b7a0b_100335_5226533-1
t-4/57,Customer,Oh and while we're on the phone I need to order a new deb...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_188b7a0b_100335_5226533-3
t-14/57,Customer,Hey so while I have you on my account what's the exact ba...,check account balance,Check Account Balance,Check Account Balance,Banking_188b7a0b_100335_5226533-13
t-6/133,Customer,So all right. So I'm a customer at your bank and actually...,make external wire transfer,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_2bb72f03_100323_2030201A2-5
t-101/133,Agent,In many many ways. what I can do is if you confirm your e...,inquire about online banking | set up/get online banking info,Update Personal Information,Financial Transactions and Bank Services,Banking_2bb72f03_100323_2030201A2-100
t-2/66,Customer,Hi. Yes. I need to dispute a transaction please.,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_00dff760_100224_866630-1
t-41/66,Customer,While I have you I'd like to do a wire transfer please.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_00dff760_100224_866630-40
t-4/45,Customer,Yes I like to make a transfer to a different account. I t...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_657fb40b_100081_5543657-3
t-4/57,Customer,I'm doing pretty well. I am trying to find a branch near ...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_19d7acb4_100449_834073-3
t-32/57,Customer,"no, that's OK. while I have you, do you mind checking my ...",check account balance,Check Account Balance,Check Account Balance,Banking_19d7acb4_100449_834073-31
t-7/35,Agent,Oh. That's wonderful. may I suggest we open a checking ac...,open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_6938c048_100356_2049914-6
t-2/98,Customer,"Yes, I need to change some information on my account.",update personal info,Update Personal Information,Personal Information Update,Banking_f008d548_100300_1860981-1
t-53/98,Customer,"Yeah, can you tell me my checking and savings account bal...",check account balance,Check Account Balance,Check Account Balance,Banking_f008d548_100300_1860981-52
t-72/98,Customer,"OK, can I transfer some money while I have ya on the phone?",make internal transfer,Request Wire Transfer,Wire Transfer Requests,Banking_f008d548_100300_1860981-71
t-82/98,Customer,And what's the updated amount on my checking?,check account balance,Check Account Balance,Check Account Balance,Banking_f008d548_100300_1860981-81
t-16/99,Customer,"well I need your help today please, Rose. I need to make ...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_839ce8e1_100324_834073-15
t-47/99,Customer,"Yeah, if we can update that while I have you if that woul...",update customer address,Update Personal Information,Personal Information Update,Banking_839ce8e1_100324_834073-46
t-7/38,Customer,OK actually can you and I do a wire transfer from my acco...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_241e1290_100084_1586155-6
t-2/45,Customer,Yes I got a letter from you guys saying that I had a pent...,report notice,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_a9e9e561_100422_1951334-1
t-20/45,Customer,I don't understand why there wouldn't have been enough mo...,check account balance,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_a9e9e561_100422_1951334-19
t-41/45,Customer,Do you know do they have a drive-thru?,get branch info,Find ATM Location,Find ATM Location,Banking_a9e9e561_100422_1951334-40
t-5/59,Customer,I am. Well I'm actually trying to find an ATM. I I'm outt...,find atm,Find ATM Location,Find ATM Location,Banking_87a93c59_100454_834073-4
t-26/59,Customer,Can you tell me what the daily withdrawal limit is for fo...,inquire about limits | perform operations with limits,Find ATM Location,Find ATM Location,Banking_87a93c59_100454_834073-25
t-28/59,Customer,OK. OK great and let me see here. Oh yeah I was gonna ask...,check account balance,Check Account Balance,Check Account Balance,Banking_87a93c59_100454_834073-27
t-38/66,Customer,actually I found a better bank that's gonna give me a a h...,make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_9ca1f401_100121_1635800-37
t-35/52,Customer,can you tell me I probably need to order some checks.,inquire about checks | order/deposit check,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_53fd4917_100135_2464642-34
t-19/64,Customer,I wanted to do a an internal transfer from my savings to ...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_8b53a983_100056_1788448-18
t-19/31,Customer,but the main reason why I called right now is because I'm...,find atm,Find ATM Location,Find ATM Location,Banking_14f88923_100472_5213877-18
t-2/59,Customer,"I'm not exactly sure what I need to do, but I don't know ...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_5c703037_100165_1951334-1
t-47/59,Customer,"I mean, if you can tell me the nearest branch to me, I m~...",find branch,Find ATM Location,Find ATM Location,Banking_5c703037_100165_1951334-46
t-54/85,Customer,Yes I also would like to report that I lost my card.,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_ffdbaa5e_100267_1645537-53
t-69/85,Agent,OK I see that you are saying that you last used your card...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_ffdbaa5e_100267_1645537-68
t-4/103,Customer,not too bad I need to open a account with your bank and g...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_f71d76fa_100377_4487984-3
t-47/103,Customer,well I I did move so I have to give you my new I have to ...,update customer address,Update Personal Information,Personal Information Update,Banking_f71d76fa_100377_4487984-46
t-71/103,Customer,What's their hours?,get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_f71d76fa_100377_4487984-70
t-4/97,Customer,I'm doing fabulous. I just move into town and I need to o...,open bank account,Money Transfer/Account Access,"
Online Banking Setup Requests",Banking_0aee4dcd_100354_5564251-3
t-2/62,Customer,"Hi yes, my name is Marie Johnson and I'm just calling to ...",inquire about checks | order/deposit check,Dispute Transaction,Account Inquiries & Disputes,Banking_4d79f718_100438_827215-1
t-4/73,Customer,I'm doing pretty well. I am. I'm calling because I am hav...,get tech support,Open New Account,Account Inquiries & Disputes,Banking_e8ecc0be_100493_834073-3
t-7/73,Customer,"Yeah, it is. I mean I'm out of town and I'm trying to pul...",find atm,Find ATM Location,Financial Transactions and Bank Services,Banking_e8ecc0be_100493_834073-6
t-47/73,Customer,"Oh, no, that's OK. I yes, there is something else I do wa...",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_e8ecc0be_100493_834073-46
t-17/85,Customer,I would like to change my address.,update customer address,Update Personal Information,Personal Information Update,Banking_5bf23c6e_100393_1788448-16
t-31/85,Customer,Oh OK and I would like to open a new account.,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_5bf23c6e_100393_1788448-30
t-39/85,Customer,We're gonna we're gonna pull a thousand out of the savings.,make internal transfer,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_5bf23c6e_100393_1788448-38
t-36/64,Customer,"hey, could you tell me what my balance is?",check account balance,Check Account Balance,Check Account Balance,Banking_a6be80ec_100133_1586155-35
t-38/64,Customer,And could you also tell me what the last transaction on m...,get transaction history/details | inquire about past transactions,Check Account Balance,Check Account Balance,Banking_a6be80ec_100133_1586155-37
t-2/35,Customer,"Yes, hello Gerry. my name is Evelyn Richards and I would ...",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Account Inquiries & Disputes,Banking_5cbaead3_100234_1645537-1
t-4/35,Customer,Yes. And I'd also like to do another wire transaction to ...,make external wire transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_5cbaead3_100234_1645537-3
t-2/34,Customer,Good afternoon Jennifer. My name is Thomas. And I'd like ...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_33ff482d_100385_4852389A1-1
t-2/27,Customer,"yes hi. I need to on my account, update my email address.",update email,Update Personal Information,Personal Information Update,Banking_7261e25b_100299_2754676A2-1
t-4/40,Customer,Oh! I'm doing just wonderful. We actually just moved into...,find branch,Branch Location Request,Account Inquiries & Disputes,Banking_563e02ef_100431_1918405-3
t-3/70,Agent,"Yes sir, I certainly can. It looks like we actually could...",find atm,Find ATM Location,Find ATM Location,Banking_e269d444_100465_237872-2
t-26/70,Customer,OK and what time do they close?,get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_e269d444_100465_237872-25
t-56/76,Customer,can you send me the through mail?,request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_d80f4465_100137_1911876-55
t-2/68,Customer,"yes, hello darling. good evening. I was interested in doi...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_81d1a0e3_100305_827215-1
t-36/68,Customer,Yeah. I had a question I wanted to ask you. It just kinda...,inquire about checks | order/deposit check,Dispute Transaction,Financial Transactions and Bank Services,Banking_81d1a0e3_100305_827215-35
t-2/49,Customer,"yeah hi, good evening. I was interested in doing a wire t...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_14226c8e_100308_827215-1
t-28/49,Customer,yeah I was interested in doing setting up for the online ...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_14226c8e_100308_827215-27
t-32/49,Customer,"Oh that's just wonderful, thank you so much for explainin...",find branch,Find ATM Location,Find ATM Location,Banking_14226c8e_100308_827215-31
t-38/49,Customer,Oh yeah that was it Can you also verify the store hours o...,get branch info,Branch Location Request,"
Nearest Branch Location and Hours",Banking_14226c8e_100308_827215-37
t-2/84,Customer,"Hey, Tabitha. How you doing? Please help me because I I n...",find atm,Find ATM Location,Find ATM Location,Banking_959b0baf_100451_2030201A2-1
t-2/44,Customer,I would like to report a stolen card. A man snatched my p...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_8deabb17_100155_2660064-1
t-4/48,Customer,I would like to man an internal transfer.,make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_dfba8391_100059_2242851-3
t-35/48,Customer,yes. can you tell me what my remaining balance is on my c...,check account balance,Check Account Balance,Check Account Balance,Banking_dfba8391_100059_2242851-34
t-21/35,Customer,"sure. while I'm at it, would you mind if I check the bala...",check account balance,Check Account Balance,Financial Transactions and Bank Services,Banking_9f3d4d69_100460_2754676A1-20
t-35/81,Customer,"Well, let's see. I wanna put it in a different address. I...",update customer address,Update Personal Information,Personal Information Update,Banking_1836af07_100175_748987-34
t-18/47,Customer,OK let's go ahead I need to check my savings and checking...,check account balance,Check Account Balance,Check Account Balance,Banking_08a730d8_100459_1860723-17
t-8/81,Agent,Well so you've moved. So what you're needing is to update...,update customer address,Update Personal Information,Personal Information Update,Banking_eae28c82_100266_1060108-7
t-52/81,Agent,"Yes it is, ma'am. So we. You know. If you would like I ca...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_eae28c82_100266_1060108-51
t-2/62,Customer,Hi there darling. Good afternoon. I was calling to see ho...,inquire about checks | order/deposit check,Open New Account,Account Inquiries & Disputes,Banking_2770b262_100072_827215-1
t-16/62,Customer,Well yeah actually. I wanted to do a a internal transfer....,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_2770b262_100072_827215-15
t-40/62,Customer,Oh really? can you possibly give me the website so I can ...,inquire about online banking | set up/get online banking info,Open New Account,Financial Transactions and Bank Services,Banking_2770b262_100072_827215-39
t-2/62,Customer,"Hi, my name is Catherine Caughllins and I wanted to trans...",make external wire transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_8e25878f_100309_4958039-1
t-43/62,Agent,"OK, so she should be receiving it within twenty-four hour...",request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_8e25878f_100309_4958039-42
t-2/55,Customer,Hello this is Peter Davis. I lost my credit card last night.,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_fa1418f1_100169_1911876-1
t-17/55,Agent,Oh wow sir. OK. That happens sometimes I understand. So w...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_fa1418f1_100169_1911876-16
t-18/55,Customer,What is the interest rate that I have on the card?,check/manage interest rates | inquire about interest rates,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_fa1418f1_100169_1911876-17
t-24/55,Customer,You can do that through email right?,request email | request informational/confirmation email,Update Personal Information,Personal Information Update,Banking_fa1418f1_100169_1911876-23
t-32/55,Agent,Yes it's not a bad bad rate. We do also offer a couple of...,open credit card,Report Lost/Stolen Card,Financial Transactions and Bank Services,Banking_fa1418f1_100169_1911876-31
t-25/33,Customer,Can we move all the balance over to another account I hav...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_31fba5d4_100206_2870076-24
t-13/98,Customer,I gotta report my card as stolen.,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_69c31373_100189_5564251-12
t-2/61,Customer,"Hi, this is Peter Davis. I have a new a email address and...",update email,Open New Account,"
Online Banking Setup Requests",Banking_9e9bc69a_100298_1911876-1
t-31/61,Agent,"OK sir. And, let's see, it looks like you have been a gre...",apply for or get info about loan | inquire about loan,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_9e9bc69a_100298_1911876-30
t-32/61,Customer,"Yeah why not. Can you send me that by, yeah, to the new e...",request email | request informational/confirmation email,Update Personal Information,Personal Information Update,Banking_9e9bc69a_100298_1911876-31
t-6/58,Customer,"You know, Intel? I thought maybe it's like along the same...",make internal transfer,Internal Funds Transfer,"
Nearest Branch Location and Hours",Banking_817447be_100058_1425178-5
t-8/45,Customer,I am I am calling because I I was trying to go online to ...,get tech support,Open New Account,Account Inquiries & Disputes,Banking_d22fafa1_100316_834073-7
t-10/45,Customer,"Oh OK. Well that's awesome, great. well I would like to m...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_d22fafa1_100316_834073-9
t-4/50,Customer,Well I I I'm I I have a new phone number. So specifically...,update phone number,Update Personal Information,Personal Information Update,Banking_436a3b52_100289_5213877-3
t-26/50,Customer,Well I'd need to I was wondering if I could check the the...,check account balance,Check Account Balance,Check Account Balance,Banking_436a3b52_100289_5213877-25
t-30/50,Customer,Well can I go ahead and transfer some of the money from m...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_436a3b52_100289_5213877-29
t-2/42,Customer,"Hi, my name's Laura and I just moved and so I'm trying to...",open bank account,Open New Account,"
Online Banking Setup Requests",Banking_3cd99f4a_100351_5219686A2-1
t-8/42,Customer,I think I'm interested in the travel card.,open credit card,Report Lost/Stolen Card,Financial Transactions and Bank Services,Banking_3cd99f4a_100351_5219686A2-7
t-20/42,Customer,"yes, I have a paper and pen ready. Could I get the addres...",find branch,Open New Account,"
Online Banking Setup Requests",Banking_3cd99f4a_100351_5219686A2-19
t-2/54,Customer,"Hi, Vicky. My name's Nate. I'd like to do a money transfe...",make external wire transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_46394f25_100328_1586155-1
t-12/54,Customer,"Yeah, that's sounds right. and by the way does Intelliban...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_46394f25_100328_1586155-11
t-2/70,Customer,Jerry I need to find a branch near me.,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_c79ee62b_100403_1645537-1
t-25/70,Customer,And I also need to know what the hours are.,get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_c79ee62b_100403_1645537-24
t-42/70,Customer,Yes. I'm tryna get my checking account balance.,check account balance,Check Account Balance,Check Account Balance,Banking_c79ee62b_100403_1645537-41
t-2/44,Customer,Hi I was hoping to find a branch nearby so that I could y...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_be823e50_100404_3538651-1
t-10/44,Customer,OK sounds good. what are the hours for both of those?,get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_be823e50_100404_3538651-9
t-24/44,Customer,Yeah do you think we could also just check my account bal...,check account balance,Check Account Balance,Check Account Balance,Banking_be823e50_100404_3538651-23
t-35/44,Customer,"OK sounds good, thank you so much. I think that's pretty ...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_be823e50_100404_3538651-34
t-12/45,Customer,"Well, I want to do internal transfer. I would like to mov...",make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_e3899aee_100084_827215-11
t-22/45,Customer,"Oh well that's wonderful, thank you so much for doing tha...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_e3899aee_100084_827215-21
t-10/121,Customer,So I was just thinking. I was thinking back to when I was...,open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_8ee9e998_100379_2030201A2-9
t-99/121,Agent,OK so John Waters ten fifteen at Gmail and would you want...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_8ee9e998_100379_2030201A2-98
t-2/67,Customer,hi. My name's Charlene and I was requesting your help in ...,find atm,Find ATM Location,Find ATM Location,Banking_cc0bc4fc_100479_5543657-1
t-4/33,Customer,I would like to transfer some money from my savings into ...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_3a514ade_100051_2754676A1-3
t-27/33,Agent,"Thank Mr. Johnson. I did wanna ask you, would you like an...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_3a514ade_100051_2754676A1-26
t-4/37,Customer,"Oh, I'm doing great. Thank you so much for asking. Now, t...",make internal transfer,Request Wire Transfer,Wire Transfer Requests,Banking_a1e10352_100057_1918405-3
t-6/58,Customer,I think an ATM would work for me. I prefer ATMs.,find atm,Find ATM Location,Find ATM Location,Banking_2d6b01cd_100490_1586155-5
t-12/58,Customer,you said it's a four hundred dollar daily limit?,inquire about limits | perform operations with limits,Dispute Transaction,Financial Transactions and Bank Services,Banking_2d6b01cd_100490_1586155-11
t-14/58,Customer,"OK. while I got you on the phone, could you check my bala...",check account balance,Check Account Balance,Check Account Balance,Banking_2d6b01cd_100490_1586155-13
t-36/58,Customer,OK. Could you update it to my new email address?,update email,Update Personal Information,Personal Information Update,Banking_2d6b01cd_100490_1586155-35
t-45/58,Agent,Weekly emails. Alright and do you need any information re...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_2d6b01cd_100490_1586155-44
t-53/58,Agent,Great. Would you like me to shoot you that information in...,request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_2d6b01cd_100490_1586155-52
t-2/50,Customer,Yes. this is my second call I made about this. I I'm disp...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_f26fe242_100433_1645537-1
t-2/43,Customer,"Uh, yes I need to check my balance of my checking account...",check account balance,Check Account Balance,Check Account Balance,Banking_3ce3a258_100047_2464642-1
t-10/43,Agent,"All right, sir yes I do see that all the addresses been o...",update customer address,Update Personal Information,Personal Information Update,Banking_3ce3a258_100047_2464642-9
t-20/43,Agent,"Alright, sir. And can I interest you in setting up online...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_3ce3a258_100047_2464642-19
t-2/57,Customer,"yeah, I think I would like to check the balance of my che...",check account balance,Check Account Balance,Check Account Balance,Banking_8a7c6a7c_100116_2464642-1
t-3/48,Customer,Hi I got a mail this today and It say something about you...,report notice,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_8a387e71_100109_663909-2
t-23/48,Agent,No problem ma'am. you also have total free checking would...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_8a387e71_100109_663909-22
t-2/52,Customer,"hi Josie, I need to make a wire transfer as soon as possi...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_bec5e9de_100331_2754676A1-1
t-17/60,Customer,"OK, that would be great. And can you go ahead and update ...",update email,Update Personal Information,Personal Information Update,Banking_87055500_100293_1645537-16
t-31/60,Customer,"Yes, I also would like to report a lost card please.",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_87055500_100293_1645537-30
t-49/60,Agent,"Just so that you know the process, what'll happen is, is ...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_87055500_100293_1645537-48
